gcf_id	group	subgroup	genus	species_strain
GCF_000012245.1_ASM1224v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	syringae_pv._syringae_B728a
GCF_000012265.1_ASM1226v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	protegens_Pf-5
GCF_000012305.1_ASM1230v1	Proteobacteria	Gammaproteobacteria	Psychrobacter	arcticus_273-4
GCF_000012325.1_ASM1232v1	Proteobacteria	Gammaproteobacteria	Colwellia	psychrerythraea_34H
GCF_000012345.1_ASM1234v1	Proteobacteria	Alphaproteobacteria	Candidatus	Pelagibacter_ubique_HTCC1062
GCF_000012365.1_ASM1236v1	Proteobacteria	Betaproteobacteria	Burkholderia	thailandensis_E264
GCF_000012385.1_ASM1238v1	Proteobacteria	Alphaproteobacteria	Rickettsia	bellii_RML369-C
GCF_000012405.1_ASM1240v1	Terrabacteria group	Actinobacteria	Thermobifida	fusca_YX
GCF_000012425.1_ASM1242v1	Proteobacteria	Betaproteobacteria	Dechloromonas	aromatica_RCB
GCF_000012445.1_ASM1244v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	fluorescens_Pf0-1
GCF_000012465.1_ASM1246v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._NATL2A
GCF_000012485.1_ASM1248v1	FCB group	Bacteroidetes/Chlorobi group	Pelodictyon	luteolum_DSM_273
GCF_000012505.1_ASM1250v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._CC9902
GCF_000012525.1_ASM1252v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	elongatus_PCC_7942_=_FACHB-805
GCF_000012565.1_ASM1256v1	Proteobacteria	Alphaproteobacteria	Ehrlichia	canis_str._Jake
GCF_000012585.1_ASM1258v1	FCB group	Bacteroidetes/Chlorobi group	Chlorobium	chlorochromatii_CaD3
GCF_000012605.1_ASM1260v1	Proteobacteria	Gammaproteobacteria	Hydrogenovibrio	crunogenus_XCL-2
GCF_000012625.1_ASM1262v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._CC9605
GCF_000012645.1_ASM1264v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._MIT_9312
GCF_000012665.1_ASM1266v1	Proteobacteria	delta/epsilon subdivisions	Desulfovibrio	alaskensis_G20
GCF_000012685.1_ASM1268v1	Proteobacteria	delta/epsilon subdivisions	Myxococcus	xanthus_DK_1622
GCF_000012705.1_ASM1270v1	Terrabacteria group	Firmicutes	Streptococcus	agalactiae_A909
GCF_000012725.1_ASM1272v1	Proteobacteria	Alphaproteobacteria	Nitrobacter	winogradskyi_Nb-255
GCF_000012745.1_ASM1274v1	Proteobacteria	Betaproteobacteria	Thiobacillus	denitrificans_ATCC_25259
GCF_000012765.1_ASM1276v1	Terrabacteria group	Tenericutes	Mycoplasma	capricolum_subsp._capricolum_ATCC_27343
GCF_000012785.1_ASM1278v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_1710b
GCF_000012805.1_ASM1280v1	Proteobacteria	Gammaproteobacteria	Nitrosococcus	oceani_ATCC_19707
GCF_000012825.1_ASM1282v1	FCB group	Bacteroidetes/Chlorobi group	Bacteroides	vulgatus_ATCC_8482
GCF_000012845.1_ASM1284v1	FCB group	Bacteroidetes/Chlorobi group	Parabacteroides	distasonis_ATCC_8503
GCF_000012865.1_ASM1286v1	Terrabacteria group	Firmicutes	Carboxydothermus	hydrogenoformans_Z-2901
GCF_000012885.1_ASM1288v1	Proteobacteria	delta/epsilon subdivisions	Pelobacter	carbinolicus_DSM_2380
GCF_000012925.1_ASM1292v1	Proteobacteria	delta/epsilon subdivisions	Geobacter	metallireducens_GS-15
GCF_000012945.1_ASM1294v1	Proteobacteria	Betaproteobacteria	Burkholderia	lata
GCF_000012965.1_ASM1296v1	Proteobacteria	delta/epsilon subdivisions	Sulfurimonas	denitrificans_DSM_1251
GCF_000012985.1_ASM1298v1	Proteobacteria	Gammaproteobacteria	Hahella	chejuensis_KCTC_2396
GCF_000013005.1_ASM1300v1	Proteobacteria	Alphaproteobacteria	Erythrobacter	litoralis_HTCC2594
GCF_000013025.1_ASM1302v1	Proteobacteria	Alphaproteobacteria	Hyphomonas	neptunium_ATCC_15444
GCF_000013045.1_ASM1304v1	FCB group	Bacteroidetes/Chlorobi group	Salinibacter	ruber_DSM_13855
GCF_000013065.1_ASM1306v1	Terrabacteria group	Firmicutes	Bacillus	cereus_Q1
GCF_000013085.1_ASM1308v1	Proteobacteria	Alphaproteobacteria	Rhodospirillum	rubrum_ATCC_11170
GCF_000013105.1_ASM1310v1	Terrabacteria group	Firmicutes	Moorella	thermoacetica_ATCC_39073
GCF_000013125.1_ASM1312v1	Proteobacteria	Alphaproteobacteria	Anaplasma	phagocytophilum_str._HZ
GCF_000013145.1_ASM1314v1	Proteobacteria	Alphaproteobacteria	Ehrlichia	chaffeensis_str._Arkansas
GCF_000013165.1_ASM1316v1	Proteobacteria	Alphaproteobacteria	Neorickettsia	sennetsu_str._Miyayama
GCF_000013185.1_ASM1318v1	Proteobacteria	Gammaproteobacteria	Baumannia	cicadellinicola_str._Hc_(Homalodisca_coagulata)
GCF_000013205.1_ASM1320v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._JA-3-3Ab
GCF_000013225.1_ASM1322v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._JA-2-3B'a(2-13)
GCF_000013245.1_ASM1324v1	Proteobacteria	delta/epsilon subdivisions	Helicobacter	pylori_HPAG1
GCF_000013265.1_ASM1326v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_UTI89
GCF_000013285.1_ASM1328v1	Terrabacteria group	Firmicutes	Clostridium	perfringens_ATCC_13124
GCF_000013305.1_ASM1330v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_536
GCF_000013325.1_ASM1332v1	Proteobacteria	Alphaproteobacteria	Novosphingobium	aromaticivorans_DSM_12444
GCF_000013345.1_ASM1334v1	Terrabacteria group	Actinobacteria	Frankia	casuarinae
GCF_000304415.1_RM41	Proteobacteria	Alphaproteobacteria	Sinorhizobium	meliloti_Rm41
GCF_000013365.1_ASM1336v1	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas	palustris_HaA2
GCF_000013385.1_ASM1338v1	Proteobacteria	delta/epsilon subdivisions	Anaeromyxobacter	dehalogenans_2CP-C
GCF_000013405.1_ASM1340v1	Proteobacteria	delta/epsilon subdivisions	Syntrophus	aciditrophicus_SB
GCF_000013425.1_ASM1342v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_NCTC_8325
GCF_000013465.1_ASM1346v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_USA300_FPR3757
GCF_000013485.1_ASM1348v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes_MGAS9429
GCF_000013505.1_ASM1350v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes_MGAS10270
GCF_000013545.1_ASM1354v1	Terrabacteria group	Firmicutes	Streptococcus	pyogenes_MGAS10750
GCF_000013565.1_ASM1356v1	Proteobacteria	Alphaproteobacteria	Jannaschia	sp._CCS1
GCF_000013605.1_ASM1360v1	Proteobacteria	Betaproteobacteria	Rhodoferax	ferrireducens_T118
GCF_000013625.1_ASM1362v1	Proteobacteria	Betaproteobacteria	Janthinobacterium	sp._Marseille
GCF_000013645.1_ASM1364v1	Proteobacteria	Betaproteobacteria	Paraburkholderia	xenovorans_LB400
GCF_000013665.1_ASM1366v1	Proteobacteria	Gammaproteobacteria	Saccharophagus	degradans_2-40
GCF_000013705.1_ASM1370v1	Proteobacteria	Betaproteobacteria	Methylobacillus	flagellatus_KT
GCF_000013745.1_ASM1374v1	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas	palustris_BisB18
GCF_000013765.1_ASM1376v1	Proteobacteria	Gammaproteobacteria	Shewanella	denitrificans_OS217
GCF_000013785.1_ASM1378v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	stutzeri_A1501
GCF_000013805.1_ASM1380v1	Proteobacteria	Gammaproteobacteria	Yersinia	pestis_Nepal516
GCF_000013825.1_ASM1382v1	Proteobacteria	Gammaproteobacteria	Yersinia	pestis_Antiqua
GCF_000013865.1_ASM1386v1	Proteobacteria	Betaproteobacteria	Polaromonas	sp._JS666
GCF_000013885.1_ASM1388v1	Proteobacteria	Alphaproteobacteria	Nitrobacter	hamburgensis_X14
GCF_000013905.1_ASM1390v1	Proteobacteria	Gammaproteobacteria	Psychrobacter	cryohalolentis_K5
GCF_000013925.1_ASM1392v2	Terrabacteria group	Actinobacteria	Mycobacterium	ulcerans_Agy99
GCF_000013945.1_ASM1394v1	Spirochaetes	Spirochaetia	Leptospira	borgpetersenii_serovar_Hardjo-bovis_str._L550
GCF_000013965.1_ASM1396v1	Spirochaetes	Spirochaetia	Leptospira	borgpetersenii_serovar_Hardjo-bovis_str._JB197
GCF_000013985.1_ASM1398v1	Proteobacteria	Alphaproteobacteria	Sphingopyxis	alaskensis_RB2256
GCF_000014005.1_ASM1400v1	Acidobacteria	Acidobacteriia	Candidatus	Koribacter_versatilis_Ellin345
GCF_000014025.1_ASM1402v1	Proteobacteria	delta/epsilon subdivisions	Arcobacter	butzleri_RM4018
GCF_000014045.1_ASM1404v1	Proteobacteria	Alphaproteobacteria	Roseobacter	denitrificans_OCh_114
GCF_000014065.1_ASM1406v1	Proteobacteria	Alphaproteobacteria	Ruegeria	sp._TM1040
GCF_000014085.1_ASM1408v1	Proteobacteria	Betaproteobacteria	Burkholderia	cenocepacia_AU_1054
GCF_000014105.1_ASM1410v1	Proteobacteria	Betaproteobacteria	Neisseria	meningitidis_053442
GCF_000014125.1_ASM1412v1	Terrabacteria group	Firmicutes	Clostridium	novyi_NT
GCF_000014145.1_ASM1414v1	FCB group	Bacteroidetes/Chlorobi group	Cytophaga	hutchinsonii_ATCC_33406
GCF_000014185.1_ASM1418v1	Terrabacteria group	Actinobacteria	Rubrobacter	xylanophilus_DSM_9941
GCF_000014205.1_ASM1420v1	Terrabacteria group	Firmicutes	Streptococcus	sanguinis_SK36
GCF_000014225.1_ASM1422v1	Proteobacteria	Gammaproteobacteria	Pseudoalteromonas	atlantica_T6c
GCF_000014245.1_ASM1424v1	Proteobacteria	Alphaproteobacteria	Chelativorans	sp._BNC1
GCF_000014265.1_ASM1426v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Trichodesmium	erythraeum_IMS101
GCF_000014285.2_ASM1428v2	Proteobacteria	Alphaproteobacteria	Granulibacter	bethesdensis_CGDNIH1
GCF_000014345.1_ASM1434v1	Proteobacteria	Alphaproteobacteria	Rickettsia	canadensis_str._McKiel
GCF_000014365.2_ASM1436v2	Terrabacteria group	Firmicutes	Streptococcus	pneumoniae_D39
GCF_000014385.1_ASM1438v1	Terrabacteria group	Firmicutes	Oenococcus	oeni_PSU-1
GCF_000014405.1_ASM1440v1	Terrabacteria group	Firmicutes	Lactobacillus	delbrueckii_subsp._bulgaricus_ATCC_BAA-365
GCF_000014425.1_ASM1442v1	Terrabacteria group	Firmicutes	Lactobacillus	gasseri_ATCC_33323_=_JCM_1131
GCF_000014445.1_ASM1444v1	Terrabacteria group	Firmicutes	Leuconostoc	mesenteroides_subsp._mesenteroides_ATCC_8293
GCF_000014465.1_ASM1446v1	Terrabacteria group	Firmicutes	Lactobacillus	brevis_ATCC_367
GCF_000014485.1_ASM1448v1	Terrabacteria group	Firmicutes	Streptococcus	thermophilus_LMD-9
GCF_000014505.1_ASM1450v1	Terrabacteria group	Firmicutes	Pediococcus	pentosaceus_ATCC_25745
GCF_000014525.1_ASM1452v1	Terrabacteria group	Firmicutes	Lactobacillus	paracasei_ATCC_334
GCF_000014545.1_ASM1454v1	Terrabacteria group	Firmicutes	Lactococcus	lactis_subsp._cremoris_SK11
GCF_000014565.1_ASM1456v1	Terrabacteria group	Actinobacteria	Rhodococcus	jostii_RHA1
GCF_000014585.1_ASM1458v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Synechococcus	sp._CC9311
GCF_000014605.1_ASM1460v1	Proteobacteria	Gammaproteobacteria	Francisella	tularensis_subsp._holarctica_OSU18
GCF_000014625.1_ASM1462v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa_UCBPP-PA14
GCF_000014645.1_ASM1464v1	Proteobacteria	Gammaproteobacteria	Francisella	tularensis_subsp._novicida_U112
GCF_000014665.1_ASM1466v1	Proteobacteria	Gammaproteobacteria	Shewanella	sp._MR-7
GCF_000014685.1_ASM1468v1	Proteobacteria	Gammaproteobacteria	Shewanella	sp._MR-4
GCF_000014705.1_ASM1470v1	Proteobacteria	Gammaproteobacteria	Shewanella	frigidimarina_NCIMB_400
GCF_000014725.1_ASM1472v1	Terrabacteria group	Firmicutes	Syntrophomonas	wolfei_subsp._wolfei_str._Goettingen_G311
GCF_000014745.1_ASM1474v1	Proteobacteria	Alphaproteobacteria	Maricaulis	maris_MCS10
GCF_000014765.1_ASM1476v1	Proteobacteria	Betaproteobacteria	Nitrosomonas	eutropha_C91
GCF_000014785.1_ASM1478v1	Proteobacteria	Gammaproteobacteria	Alkalilimnicola	ehrlichii_MLHE-1
GCF_000014805.1_ASM1480v1	Proteobacteria	Gammaproteobacteria	Aeromonas	hydrophila_subsp._hydrophila_ATCC_7966
GCF_000014825.1_ASM1482v1	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas	palustris_BisA53
GCF_000014845.1_ASM1484v1	Proteobacteria	Gammaproteobacteria	Escherichia	coli_APEC_O1
GCF_000014865.1_ASM1486v1	Proteobacteria	Alphaproteobacteria	Magnetococcus	marinus_MC-1
GCF_000014885.1_ASM1488v1	Proteobacteria	Gammaproteobacteria	Shewanella	piezotolerans_WP3
GCF_000014905.1_ASM1490v1	Acidobacteria	Acidobacteriia	Candidatus	Solibacter_usitatus_Ellin6076
GCF_000014925.1_ASM1492v1	Terrabacteria group	Actinobacteria	Paenarthrobacter	aurescens_TC1
GCF_000014965.1_ASM1496v1	Proteobacteria	delta/epsilon subdivisions	Syntrophobacter	fumaroxidans_MPOB
GCF_000014985.1_ASM1498v1	Terrabacteria group	Actinobacteria	Mycobacterium	avium_104
GCF_000015005.1_ASM1500v1	Terrabacteria group	Actinobacteria	Mycolicibacterium	smegmatis_MC2_155
GCF_000015025.1_ASM1502v1	Terrabacteria group	Actinobacteria	Acidothermus	cellulolyticus_11B
GCF_000015045.1_ASM1504v1	Proteobacteria	delta/epsilon subdivisions	Pelobacter	propionicus_DSM_2379
GCF_000015065.1_ASM1506v1	Terrabacteria group	Firmicutes	Bacillus	thuringiensis_str._Al_Hakam
GCF_000015085.1_ASM1508v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	fetus_subsp._fetus_82-40
GCF_000015105.1_ASM1510v1	Proteobacteria	Gammaproteobacteria	Candidatus	Ruthia_magnifica_str._Cm_(Calyptogena_magnifica)
GCF_000015125.1_ASM1512v1	FCB group	Bacteroidetes/Chlorobi group	Chlorobium	phaeobacteroides_DSM_266
GCF_000015165.1_ASM1516v1	Proteobacteria	Alphaproteobacteria	Bradyrhizobium	sp._BTAi1
GCF_000015185.1_ASM1518v1	Proteobacteria	Gammaproteobacteria	Shewanella	sp._W3-18-1
GCF_000015245.1_ASM1524v1	Proteobacteria	Gammaproteobacteria	Shewanella	amazonensis_SB2B
GCF_000015265.1_ASM1526v1	Terrabacteria group	Actinobacteria	Nocardioides	sp._JS614
GCF_000015285.1_ASM1528v1	Proteobacteria	Gammaproteobacteria	Psychromonas	ingrahamii_37
GCF_000015305.1_ASM1530v1	Terrabacteria group	Actinobacteria	Mycolicibacterium	vanbaalenii_PYR-1
GCF_000015325.1_ASM1532v1	Proteobacteria	Betaproteobacteria	Acidovorax	citrulli_AAC00-1
GCF_000015345.1_ASM1534v1	Proteobacteria	Gammaproteobacteria	Dichelobacter	nodosus_VCS1703A
GCF_000015365.1_ASM1536v1	Proteobacteria	Gammaproteobacteria	Marinobacter	hydrocarbonoclasticus_VT8
GCF_000015385.1_ASM1538v1	Terrabacteria group	Firmicutes	Lactobacillus	helveticus_DPC_4571
GCF_000015405.1_ASM1540v1	Terrabacteria group	Actinobacteria	Mycobacterium	sp._KMS
GCF_000015445.1_ASM1544v1	Proteobacteria	Alphaproteobacteria	Bartonella	bacilliformis_KC583
GCF_000015465.1_ASM1546v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei_SAVP1
GCF_000015485.1_ASM1548v1	Proteobacteria	delta/epsilon subdivisions	Desulfovibrio	vulgaris_DP4
GCF_000015505.1_ASM1550v1	Proteobacteria	Betaproteobacteria	Polaromonas	naphthalenivorans_CJ2
GCF_000015525.1_ASM1552v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni_subsp._jejuni_81-176
GCF_000015545.1_ASM1554v1	Proteobacteria	Betaproteobacteria	Acidovorax	sp._JS42
GCF_000015565.1_ASM1556v1	Proteobacteria	Betaproteobacteria	Verminephrobacter	eiseniae_EF01-2
GCF_000015585.1_ASM1558v1	Proteobacteria	Gammaproteobacteria	Halorhodospira	halophila_SL1
GCF_000493495.1_TS	Proteobacteria	delta/epsilon subdivisions	Campylobacter	jejuni_4031
GCF_000015605.1_ASM1560v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei_NCTC_10229
GCF_000015625.1_ASM1562v1	Proteobacteria	Betaproteobacteria	Burkholderia	mallei_NCTC_10247
GCF_000015645.1_ASM1564v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._AS9601
GCF_000015665.1_ASM1566v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._MIT_9515
GCF_000015685.1_ASM1568v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._NATL1A
GCF_000015725.1_ASM1572v1	Proteobacteria	Betaproteobacteria	Methylibium	petroleiphilum_PM1
GCF_000015745.1_ASM1574v1	Terrabacteria group	Firmicutes	Geobacillus	thermodenitrificans_NG80-2
GCF_000015785.1_ASM1578v1	Terrabacteria group	Firmicutes	Bacillus	velezensis_FZB42
GCF_000015845.1_ASM1584v1	Proteobacteria	Gammaproteobacteria	Shewanella	baltica_OS155
GCF_000015865.1_ASM1586v1	Terrabacteria group	Firmicutes	Hungateiclostridium	thermocellum_ATCC_27405
GCF_000015885.1_ASM1588v1	Proteobacteria	Gammaproteobacteria	Actinobacillus	pleuropneumoniae_serovar_5b_str._L20
GCF_000015905.1_ASM1590v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_668
GCF_000015925.1_ASM1592v1	Proteobacteria	Betaproteobacteria	Burkholderia	pseudomallei_1106a
GCF_000015965.1_ASM1596v1	Terrabacteria group	Cyanobacteria/Melainabacteria group	Prochlorococcus	marinus_str._MIT_9301
GCF_000015985.1_ASM1598v1	Proteobacteria	Alphaproteobacteria	Rhodobacter	sphaeroides_ATCC_17029
GCF_000016045.1_ASM1604v1	Proteobacteria	Gammaproteobacteria	Salmonella	enterica_subsp._enterica_serovar_Newport_str._SL254
GCF_000016065.1_ASM1606v1	Proteobacteria	Gammaproteobacteria	Shewanella	loihica_PV-4
GCF_000016085.1_ASM1608v1	FCB group	Bacteroidetes/Chlorobi group	Chlorobium	phaeovibrioides_DSM_265
GCF_000016105.1_ASM1610v1	Proteobacteria	Gammaproteobacteria	Francisella	tularensis_subsp._tularensis_WY96-3418
GCF_000016145.1_ASM1614v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis_H37Ra
GCF_000016165.1_ASM1616v1	Terrabacteria group	Firmicutes	Desulfotomaculum	reducens_MI-1
GCF_000016185.1_ASM1618v1	Proteobacteria	Alphaproteobacteria	Rhodospirillum	centenum_SW
GCF_000016245.1_ASM1624v1	Proteobacteria	Gammaproteobacteria	Vibrio	cholerae_O395
GCF_000016265.1_ASM1626v1	Proteobacteria	Alphaproteobacteria	Agrobacterium	radiobacter_K84
GCF_000016285.1_ASM1628v1	Proteobacteria	Alphaproteobacteria	Agrobacterium	vitis_S4
GCF_000016305.1_ASM1630v1	Proteobacteria	Gammaproteobacteria	Klebsiella	pneumoniae_subsp._pneumoniae_MGH_78578
GCF_000016325.1_ASM1632v1	Proteobacteria	Gammaproteobacteria	Enterobacter	sp._638
GCF_000016345.1_ASM1634v1	Proteobacteria	Betaproteobacteria	Polynucleobacter	asymbioticus_QLW-P1DMWA-1
GCF_000016365.1_ASM1636v1	Terrabacteria group	Actinobacteria	Mycolicibacterium	gilvum_PYR-GCK
GCF_000016425.1_ASM1642v1	Terrabacteria group	Actinobacteria	Salinispora	tropica_CNB-440
GCF_000016445.1_ASM1644v1	Proteobacteria	Gammaproteobacteria	Yersinia	pestis_Pestoides_F
GCF_000016505.1_ASM1650v1	Terrabacteria group	Firmicutes	Clostridium	kluyveri_DSM_555
GCF_000016545.1_ASM1654v1	Terrabacteria group	Firmicutes	Caldicellulosiruptor	saccharolyticus_DSM_8903
GCF_000016565.1_ASM1656v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	mendocina_ymp
GCF_000016585.1_ASM1658v1	Proteobacteria	Gammaproteobacteria	Shewanella	putrefaciens_CN-32
GCF_000016625.1_ASM1662v1	Proteobacteria	Alphaproteobacteria	Rickettsia	massiliae_MTU5
GCF_000016645.1_ASM1664v1	FCB group	Bacteroidetes/Chlorobi group	Flavobacterium	johnsoniae_UW101
GCF_000016665.1_ASM1666v1	Terrabacteria group	Chloroflexi	Roseiflexus	sp._RS-1
GCF_000016685.1_ASM1668v1	Proteobacteria	Gammaproteobacteria	Actinobacillus	pleuropneumoniae_serovar_3_str._JL03
GCF_000016705.1_ASM1670v1	Terrabacteria group	Chloroflexi	Dehalococcoides	mccartyi_BAV1
GCF_000016725.1_ASM1672v1	Proteobacteria	Alphaproteobacteria	Acidiphilium	cryptum_JF-5
GCF_000016745.1_ASM1674v1	Proteobacteria	delta/epsilon subdivisions	Geobacter	uraniireducens_Rf4
GCF_000016765.1_ASM1676v1	Proteobacteria	Alphaproteobacteria	Sphingomonas	wittichii_RW1
GCF_000016785.1_ASM1678v1	Thermotogae	Thermotogae	Thermotoga	petrophila_RKU-1
GCF_000016805.1_ASM1680v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_JH9
GCF_000016825.1_ASM1682v1	Terrabacteria group	Firmicutes	Lactobacillus	reuteri_DSM_20016
GCF_000016845.1_ASM1684v1	Proteobacteria	Alphaproteobacteria	Brucella	ovis_ATCC_25840
GCF_000016865.1_ASM1686v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	putida_F1
GCF_000016885.1_ASM1688v1	Proteobacteria	Gammaproteobacteria	Psychrobacter	sp._PRwf-1
GCF_000016905.1_ASM1690v1	Thermotogae	Thermotogae	Thermosipho	melanesiensis_BI429
GCF_000016925.1_ASM1692v1	Terrabacteria group	Actinobacteria	Mycobacterium	tuberculosis_F11
GCF_000016945.1_ASM1694v1	Proteobacteria	Gammaproteobacteria	Yersinia	pseudotuberculosis_IP_31758
GCF_000016965.1_ASM1696v1	Terrabacteria group	Firmicutes	Clostridium	beijerinckii_NCIMB_8052
GCF_000016985.1_ASM1698v1	Terrabacteria group	Firmicutes	Alkaliphilus	metalliredigens_QYMF
GCF_000017005.1_ASM1700v1	Terrabacteria group	Firmicutes	Streptococcus	gordonii_str._Challis_substr._CH1
GCF_000017025.1_ASM1702v1	Terrabacteria group	Firmicutes	Clostridium	botulinum_A_str._ATCC_19397
GCF_000017045.1_ASM1704v1	Terrabacteria group	Firmicutes	Clostridium	botulinum_A_str._Hall
GCF_000017065.1_ASM1706v1	Terrabacteria group	Firmicutes	Clostridium	botulinum_F_str._Langeland
GCF_000017085.1_ASM1708v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_USA300_TCH1516
GCF_000017105.1_ASM1710v1	Proteobacteria	Gammaproteobacteria	Coxiella	burnetii_Dugway_5J108-111
GCF_000017125.1_ASM1712v1	Terrabacteria group	Firmicutes	Staphylococcus	aureus_subsp._aureus_JH1
GCF_000017145.1_ASM1714v1	Proteobacteria	Alphaproteobacteria	Sinorhizobium	medicae_WSM419
GCF_000017205.1_ASM1720v1	Proteobacteria	Gammaproteobacteria	Pseudomonas	aeruginosa_PA7
GCF_000017245.1_ASM1724v1	Proteobacteria	Gammaproteobacteria	Actinobacillus	succinogenes_130Z
GCF_000017265.1_ASM1726v1	Proteobacteria	Alphaproteobacteria	Phenylobacterium	zucineum_HLK1
GCF_000017285.1_ASM1728v1	Proteobacteria	Gammaproteobacteria	Marinomonas	sp._MWYL1
GCF_000017305.1_ASM1730v1	Terrabacteria group	Actinobacteria	Kineococcus	radiotolerans_SRS30216_=_ATCC_BAA-149
GCF_000017325.1_ASM1732v1	Proteobacteria	Gammaproteobacteria	Shewanella	baltica_OS185
GCF_000017405.1_ASM1740v1	Proteobacteria	Alphaproteobacteria	Ochrobactrum	anthropi_ATCC_49188
GCF_000017425.1_ASM1742v1	Terrabacteria group	Firmicutes	Bacillus	cytotoxicus_NVH_391-98
GCF_000017445.4_ASM1744v3	Proteobacteria	Alphaproteobacteria	Rickettsia	rickettsii_str._Iowa
GCF_000017465.2_ASM1746v2	Proteobacteria	delta/epsilon subdivisions	Campylobacter	curvus_525.92
GCF_000017505.1_ASM1750v1	Proteobacteria	delta/epsilon subdivisions	Anaeromyxobacter	sp._Fw109-5
GCF_000017545.1_ASM1754v1	Thermotogae	Thermotogae	Fervidobacterium	nodosum_Rt17-B1
GCF_000017565.1_ASM1756v1	Proteobacteria	Alphaproteobacteria	Parvibaculum	lavamentivorans_DS-1
GCF_000017585.1_ASM1758v1	Proteobacteria	delta/epsilon subdivisions	Campylobacter	hominis_ATCC_BAA-381
