,group,subgroup,genus,species_strain,group_id,subgroup_id,genus_id,species_strain_id
GCF_000012205.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,savastanoi_pv._phaseolicola_1448A,16,25,776,4039
GCF_000012245.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,syringae_pv._syringae_B728a,16,25,776,5309
GCF_000012265.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,protegens_Pf-5,16,25,776,3600
GCF_000012305.1,Proteobacteria,Gammaproteobacteria,Psychrobacter,arcticus_273-4,16,25,783,402
GCF_000012325.1,Proteobacteria,Gammaproteobacteria,Colwellia,psychrerythraea_34H,16,25,213,3706
GCF_000012365.1,Proteobacteria,Betaproteobacteria,Burkholderia,thailandensis_E264,16,7,153,5363
GCF_000012385.1,Proteobacteria,Alphaproteobacteria,Rickettsia,bellii_RML369-C,16,3,813,605
GCF_000012405.1,Terrabacteria group,Actinobacteria,Thermobifida,fusca_YX,20,2,977,1914
GCF_000012425.1,Proteobacteria,Betaproteobacteria,Dechloromonas,aromatica_RCB,16,7,242,412
GCF_000012445.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,fluorescens_Pf0-1,16,25,776,1845
GCF_000012465.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._NATL2A,20,15,760,2677
GCF_000012485.1,FCB group,Bacteroidetes/Chlorobi group,Pelodictyon,luteolum_DSM_273,11,6,717,2597
GCF_000012505.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._CC9902,20,15,942,4339
GCF_000012525.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,elongatus_PCC_7942_=_FACHB-805,20,15,942,1383
GCF_000012565.1,Proteobacteria,Alphaproteobacteria,Ehrlichia,canis_str._Jake,16,3,301,805
GCF_000012585.1,FCB group,Bacteroidetes/Chlorobi group,Chlorobium,chlorochromatii_CaD3,11,6,190,934
GCF_000012605.1,Proteobacteria,Gammaproteobacteria,Hydrogenovibrio,crunogenus_XCL-2,16,25,434,1192
GCF_000012625.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._CC9605,20,15,942,4338
GCF_000012645.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._MIT_9312,20,15,760,2673
GCF_000012665.1,Proteobacteria,delta/epsilon subdivisions,Desulfovibrio,alaskensis_G20,16,43,275,167
GCF_000012685.1,Proteobacteria,delta/epsilon subdivisions,Myxococcus,xanthus_DK_1622,16,43,619,5801
GCF_000012705.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae_A909,20,23,921,143
GCF_000012725.1,Proteobacteria,Alphaproteobacteria,Nitrobacter,winogradskyi_Nb-255,16,3,636,5791
GCF_000012745.1,Proteobacteria,Betaproteobacteria,Thiobacillus,denitrificans_ATCC_25259,16,7,997,1267
GCF_000012765.1,Terrabacteria group,Tenericutes,Mycoplasma,capricolum_subsp._capricolum_ATCC_27343,20,36,617,810
GCF_000012785.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei_1710b,16,7,153,3632
GCF_000012805.1,Proteobacteria,Gammaproteobacteria,Nitrosococcus,oceani_ATCC_19707,16,25,637,3097
GCF_000012825.1,FCB group,Bacteroidetes/Chlorobi group,Bacteroides,vulgatus_ATCC_8482,11,6,116,5767
GCF_000012845.1,FCB group,Bacteroidetes/Chlorobi group,Parabacteroides,distasonis_ATCC_8503,11,6,691,1333
GCF_000012865.1,Terrabacteria group,Firmicutes,Carboxydothermus,hydrogenoformans_Z-2901,20,23,169,2214
GCF_000012885.1,Proteobacteria,delta/epsilon subdivisions,Pelobacter,carbinolicus_DSM_2380,16,43,716,820
GCF_000012925.1,Proteobacteria,delta/epsilon subdivisions,Geobacter,metallireducens_GS-15,16,43,368,2804
GCF_000012945.1,Proteobacteria,Betaproteobacteria,Burkholderia,lata,16,7,153,2501
GCF_000012965.1,Proteobacteria,delta/epsilon subdivisions,Sulfurimonas,denitrificans_DSM_1251,16,43,934,1270
GCF_000012985.1,Proteobacteria,Gammaproteobacteria,Hahella,chejuensis_KCTC_2396,16,25,399,922
GCF_000013005.1,Proteobacteria,Alphaproteobacteria,Erythrobacter,litoralis_HTCC2594,16,3,315,2560
GCF_000013025.1,Proteobacteria,Alphaproteobacteria,Hyphomonas,neptunium_ATCC_15444,16,3,437,3042
GCF_000013045.1,FCB group,Bacteroidetes/Chlorobi group,Salinibacter,ruber_DSM_13855,11,6,845,3947
GCF_000013065.1,Terrabacteria group,Firmicutes,Bacillus,cereus_Q1,20,23,113,900
GCF_000013085.1,Proteobacteria,Alphaproteobacteria,Rhodospirillum,rubrum_ATCC_11170,16,3,810,3956
GCF_000013105.1,Terrabacteria group,Firmicutes,Moorella,thermoacetica_ATCC_39073,20,23,601,5376
GCF_000013125.1,Proteobacteria,Alphaproteobacteria,Anaplasma,phagocytophilum_str._HZ,16,3,75,3357
GCF_000013145.1,Proteobacteria,Alphaproteobacteria,Ehrlichia,chaffeensis_str._Arkansas,16,3,301,908
GCF_000013165.1,Proteobacteria,Alphaproteobacteria,Neorickettsia,sennetsu_str._Miyayama,16,3,629,4066
GCF_000013185.1,Proteobacteria,Gammaproteobacteria,Baumannia,cicadellinicola_str._Hc_(Homalodisca_coagulata),16,25,121,966
GCF_000013205.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._JA-3-3Ab,20,15,942,4546
GCF_000013225.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._JA-2-3B'a(2-13),20,15,942,4545
GCF_000013245.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori_HPAG1,16,43,418,3778
GCF_000013265.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_UTI89,16,25,316,1130
GCF_000013285.1,Terrabacteria group,Firmicutes,Clostridium,perfringens_ATCC_13124,20,23,207,3311
GCF_000013305.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_536,16,25,316,1032
GCF_000013325.1,Proteobacteria,Alphaproteobacteria,Novosphingobium,aromaticivorans_DSM_12444,16,3,652,414
GCF_000013345.1,Terrabacteria group,Actinobacteria,Frankia,casuarinae,20,2,349,845
GCF_000304415.1,Proteobacteria,Alphaproteobacteria,Sinorhizobium,meliloti_Rm41,16,3,886,2754
GCF_000013365.1,Proteobacteria,Alphaproteobacteria,Rhodopseudomonas,palustris_HaA2,16,3,809,3200
GCF_000013385.1,Proteobacteria,delta/epsilon subdivisions,Anaeromyxobacter,dehalogenans_2CP-C,16,43,72,1248
GCF_000013405.1,Proteobacteria,delta/epsilon subdivisions,Syntrophus,aciditrophicus_SB,16,43,948,50
GCF_000013425.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_NCTC_8325,20,23,912,488
GCF_000013465.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_USA300_FPR3757,20,23,912,499
GCF_000013485.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes_MGAS9429,20,23,921,3834
GCF_000013505.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes_MGAS10270,20,23,921,3826
GCF_000013545.1,Terrabacteria group,Firmicutes,Streptococcus,pyogenes_MGAS10750,20,23,921,3828
GCF_000013565.1,Proteobacteria,Alphaproteobacteria,Jannaschia,sp._CCS1,16,3,451,4352
GCF_000013605.1,Proteobacteria,Betaproteobacteria,Rhodoferax,ferrireducens_T118,16,7,804,1795
GCF_000013625.1,Proteobacteria,Betaproteobacteria,Janthinobacterium,sp._Marseille,16,7,452,4708
GCF_000013645.1,Proteobacteria,Betaproteobacteria,Paraburkholderia,xenovorans_LB400,16,7,692,5803
GCF_000013665.1,Proteobacteria,Gammaproteobacteria,Saccharophagus,degradans_2-40,16,25,836,1246
GCF_000013685.1,Proteobacteria,Alphaproteobacteria,Rhodopseudomonas,palustris_BisB5,16,3,809,3197
GCF_000013705.1,Proteobacteria,Betaproteobacteria,Methylobacillus,flagellatus_KT,16,7,563,1823
GCF_000013745.1,Proteobacteria,Alphaproteobacteria,Rhodopseudomonas,palustris_BisB18,16,3,809,3196
GCF_000013765.1,Proteobacteria,Gammaproteobacteria,Shewanella,denitrificans_OS217,16,25,873,1274
GCF_000013785.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,stutzeri_A1501,16,25,776,5194
GCF_000013805.1,Proteobacteria,Gammaproteobacteria,Yersinia,pestis_Nepal516,16,25,1052,3340
GCF_000013825.1,Proteobacteria,Gammaproteobacteria,Yersinia,pestis_Antiqua,16,25,1052,3335
GCF_000013865.1,Proteobacteria,Betaproteobacteria,Polaromonas,sp._JS666,16,7,750,4567
GCF_000013885.1,Proteobacteria,Alphaproteobacteria,Nitrobacter,hamburgensis_X14,16,3,636,2118
GCF_000013905.1,Proteobacteria,Gammaproteobacteria,Psychrobacter,cryohalolentis_K5,16,25,783,1198
GCF_000013925.1,Terrabacteria group,Actinobacteria,Mycobacterium,ulcerans_Agy99,20,2,613,5632
GCF_000013945.1,Spirochaetes,Spirochaetia,Leptospira,borgpetersenii_serovar_Hardjo-bovis_str._L550,17,34,504,652
GCF_000013965.1,Spirochaetes,Spirochaetia,Leptospira,borgpetersenii_serovar_Hardjo-bovis_str._JB197,17,34,504,651
GCF_000013985.1,Proteobacteria,Alphaproteobacteria,Sphingopyxis,alaskensis_RB2256,16,3,900,168
GCF_000014025.1,Proteobacteria,delta/epsilon subdivisions,Arcobacter,butzleri_RM4018,16,43,90,751
GCF_000014045.1,Proteobacteria,Alphaproteobacteria,Roseobacter,denitrificans_OCh_114,16,3,822,1273
GCF_000014065.1,Proteobacteria,Alphaproteobacteria,Ruegeria,sp._TM1040,16,3,829,4986
GCF_000014085.1,Proteobacteria,Betaproteobacteria,Burkholderia,cenocepacia_AU_1054,16,7,153,871
GCF_000014105.1,Proteobacteria,Betaproteobacteria,Neisseria,meningitidis_053442,16,7,624,2770
GCF_000014125.1,Terrabacteria group,Firmicutes,Clostridium,novyi_NT,20,23,207,3080
GCF_000014145.1,FCB group,Bacteroidetes/Chlorobi group,Cytophaga,hutchinsonii_ATCC_33406,11,6,240,2206
GCF_000014165.1,Terrabacteria group,Actinobacteria,Mycobacterium,sp._MCS,20,2,613,4664
GCF_000014185.1,Terrabacteria group,Actinobacteria,Rubrobacter,xylanophilus_DSM_9941,20,2,828,5812
GCF_000014205.1,Terrabacteria group,Firmicutes,Streptococcus,sanguinis_SK36,20,23,921,4029
GCF_000014225.1,Proteobacteria,Gammaproteobacteria,Pseudoalteromonas,atlantica_T6c,16,25,770,436
GCF_000014245.1,Proteobacteria,Alphaproteobacteria,Chelativorans,sp._BNC1,16,3,184,4310
GCF_000014265.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Trichodesmium,erythraeum_IMS101,20,15,1011,1707
GCF_000014285.2,Proteobacteria,Alphaproteobacteria,Granulibacter,bethesdensis_CGDNIH1,16,3,389,614
GCF_000014345.1,Proteobacteria,Alphaproteobacteria,Rickettsia,canadensis_str._McKiel,16,3,813,794
GCF_000014365.2,Terrabacteria group,Firmicutes,Streptococcus,pneumoniae_D39,20,23,921,3473
GCF_000014385.1,Terrabacteria group,Firmicutes,Oenococcus,oeni_PSU-1,20,23,663,3108
GCF_000014405.1,Terrabacteria group,Firmicutes,Lactobacillus,delbrueckii_subsp._bulgaricus_ATCC_BAA-365,20,23,487,1253
GCF_000014425.1,Terrabacteria group,Firmicutes,Lactobacillus,gasseri_ATCC_33323_=_JCM_1131,20,23,487,1959
GCF_000014445.1,Terrabacteria group,Firmicutes,Leuconostoc,mesenteroides_subsp._mesenteroides_ATCC_8293,20,23,509,2795
GCF_000014465.1,Terrabacteria group,Firmicutes,Lactobacillus,brevis_ATCC_367,20,23,487,711
GCF_000014485.1,Terrabacteria group,Firmicutes,Streptococcus,thermophilus_LMD-9,20,23,921,5408
GCF_000014505.1,Terrabacteria group,Firmicutes,Pediococcus,pentosaceus_ATCC_25745,20,23,712,3303
GCF_000014525.1,Terrabacteria group,Firmicutes,Lactobacillus,paracasei_ATCC_334,20,23,487,3208
GCF_000014545.1,Terrabacteria group,Firmicutes,Lactococcus,lactis_subsp._cremoris_SK11,20,23,488,2469
GCF_000014565.1,Terrabacteria group,Actinobacteria,Rhodococcus,jostii_RHA1,20,2,803,2409
GCF_000014585.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Synechococcus,sp._CC9311,20,15,942,4337
GCF_000014605.1,Proteobacteria,Gammaproteobacteria,Francisella,tularensis_subsp._holarctica_OSU18,16,25,348,5586
GCF_000014625.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa_UCBPP-PA14,16,25,776,121
GCF_000014645.1,Proteobacteria,Gammaproteobacteria,Francisella,tularensis_subsp._novicida_U112,16,25,348,5593
GCF_000014665.1,Proteobacteria,Gammaproteobacteria,Shewanella,sp._MR-7,16,25,873,4688
GCF_000014685.1,Proteobacteria,Gammaproteobacteria,Shewanella,sp._MR-4,16,25,873,4687
GCF_000014705.1,Proteobacteria,Gammaproteobacteria,Shewanella,frigidimarina_NCIMB_400,16,25,873,1897
GCF_000014725.1,Terrabacteria group,Firmicutes,Syntrophomonas,wolfei_subsp._wolfei_str._Goettingen_G311,20,23,946,5796
GCF_000014745.1,Proteobacteria,Alphaproteobacteria,Maricaulis,maris_MCS10,16,3,533,2683
GCF_000014765.1,Proteobacteria,Betaproteobacteria,Nitrosomonas,eutropha_C91,16,7,638,1727
GCF_000014785.1,Proteobacteria,Gammaproteobacteria,Alkalilimnicola,ehrlichii_MLHE-1,16,25,53,1371
GCF_000014805.1,Proteobacteria,Gammaproteobacteria,Aeromonas,hydrophila_subsp._hydrophila_ATCC_7966,16,25,36,2224
GCF_000014825.1,Proteobacteria,Alphaproteobacteria,Rhodopseudomonas,palustris_BisA53,16,3,809,3195
GCF_000014845.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_APEC_O1,16,25,316,1037
GCF_000014865.1,Proteobacteria,Alphaproteobacteria,Magnetococcus,marinus_MC-1,16,3,527,2667
GCF_000014885.1,Proteobacteria,Gammaproteobacteria,Shewanella,piezotolerans_WP3,16,25,873,3396
GCF_000014925.1,Terrabacteria group,Actinobacteria,Paenarthrobacter,aurescens_TC1,20,2,682,458
GCF_000014965.1,Proteobacteria,delta/epsilon subdivisions,Syntrophobacter,fumaroxidans_MPOB,16,43,944,1906
GCF_000014985.1,Terrabacteria group,Actinobacteria,Mycobacterium,avium_104,20,2,613,527
GCF_000015005.1,Terrabacteria group,Actinobacteria,Mycolicibacterium,smegmatis_MC2_155,20,2,616,4103
GCF_000015025.1,Terrabacteria group,Actinobacteria,Acidothermus,cellulolyticus_11B,20,2,18,862
GCF_000015045.1,Proteobacteria,delta/epsilon subdivisions,Pelobacter,propionicus_DSM_2379,16,43,716,3593
GCF_000015065.1,Terrabacteria group,Firmicutes,Bacillus,thuringiensis_str._Al_Hakam,20,23,113,5454
GCF_000015085.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,fetus_subsp._fetus_82-40,16,43,165,1806
GCF_000015125.1,FCB group,Bacteroidetes/Chlorobi group,Chlorobium,phaeobacteroides_DSM_266,11,6,190,3353
GCF_000015165.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,sp._BTAi1,16,3,143,4318
GCF_000015185.1,Proteobacteria,Gammaproteobacteria,Shewanella,sp._W3-18-1,16,25,873,5018
GCF_000015245.1,Proteobacteria,Gammaproteobacteria,Shewanella,amazonensis_SB2B,16,25,873,231
GCF_000015265.1,Terrabacteria group,Actinobacteria,Nocardioides,sp._JS614,20,2,644,4565
GCF_000015285.1,Proteobacteria,Gammaproteobacteria,Psychromonas,ingrahamii_37,16,25,786,2296
GCF_000015305.1,Terrabacteria group,Actinobacteria,Mycolicibacterium,vanbaalenii_PYR-1,20,2,616,5674
GCF_000015325.1,Proteobacteria,Betaproteobacteria,Acidovorax,citrulli_AAC00-1,16,7,19,997
GCF_000015345.1,Proteobacteria,Gammaproteobacteria,Dichelobacter,nodosus_VCS1703A,16,25,285,3071
GCF_000015365.1,Proteobacteria,Gammaproteobacteria,Marinobacter,hydrocarbonoclasticus_VT8,16,25,539,2211
GCF_000015385.1,Terrabacteria group,Firmicutes,Lactobacillus,helveticus_DPC_4571,20,23,487,2140
GCF_000015405.1,Terrabacteria group,Actinobacteria,Mycobacterium,sp._KMS,20,2,613,4587
GCF_000015445.1,Proteobacteria,Alphaproteobacteria,Bartonella,bacilliformis_KC583,16,3,118,547
GCF_000015465.1,Proteobacteria,Betaproteobacteria,Burkholderia,mallei_SAVP1,16,7,153,2631
GCF_000015485.1,Proteobacteria,delta/epsilon subdivisions,Desulfovibrio,vulgaris_DP4,16,43,275,5763
GCF_000015505.1,Proteobacteria,Betaproteobacteria,Polaromonas,naphthalenivorans_CJ2,16,7,750,3016
GCF_000015525.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_subsp._jejuni_81-176,16,43,165,2378
GCF_000015545.1,Proteobacteria,Betaproteobacteria,Acidovorax,sp._JS42,16,7,19,4564
GCF_000015565.1,Proteobacteria,Betaproteobacteria,Verminephrobacter,eiseniae_EF01-2,16,7,1029,1372
GCF_000015585.1,Proteobacteria,Gammaproteobacteria,Halorhodospira,halophila_SL1,16,25,412,2107
GCF_000493495.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,jejuni_4031,16,43,165,2371
GCF_000015605.1,Proteobacteria,Betaproteobacteria,Burkholderia,mallei_NCTC_10229,16,7,153,2629
GCF_000015625.1,Proteobacteria,Betaproteobacteria,Burkholderia,mallei_NCTC_10247,16,7,153,2630
GCF_000015645.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._AS9601,20,15,760,2670
GCF_000015665.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._MIT_9515,20,15,760,2675
GCF_000015685.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._NATL1A,20,15,760,2676
GCF_000015725.1,Proteobacteria,Betaproteobacteria,Methylibium,petroleiphilum_PM1,16,7,562,3348
GCF_000015745.1,Terrabacteria group,Firmicutes,Geobacillus,thermodenitrificans_NG80-2,20,23,367,5385
GCF_000015785.1,Terrabacteria group,Firmicutes,Bacillus,velezensis_FZB42,20,23,113,5696
GCF_000015845.1,Proteobacteria,Gammaproteobacteria,Shewanella,baltica_OS155,16,25,873,567
GCF_000015865.1,Terrabacteria group,Firmicutes,Hungateiclostridium,thermocellum_ATCC_27405,20,23,429,5380
GCF_000015885.1,Proteobacteria,Gammaproteobacteria,Actinobacillus,pleuropneumoniae_serovar_5b_str._L20,16,25,22,3441
GCF_000015905.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei_668,16,7,153,3635
GCF_000015925.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei_1106a,16,7,153,3631
GCF_000015965.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Prochlorococcus,marinus_str._MIT_9301,20,15,760,2672
GCF_000015985.1,Proteobacteria,Alphaproteobacteria,Rhodobacter,sphaeroides_ATCC_17029,16,3,802,5145
GCF_000016005.1,Terrabacteria group,Actinobacteria,Mycobacterium,sp._JLS,20,2,613,4552
GCF_000016045.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Newport_str._SL254,16,25,856,1580
GCF_000016065.1,Proteobacteria,Gammaproteobacteria,Shewanella,loihica_PV-4,16,25,873,2567
GCF_000016085.1,FCB group,Bacteroidetes/Chlorobi group,Chlorobium,phaeovibrioides_DSM_265,11,6,190,3355
GCF_000016105.1,Proteobacteria,Gammaproteobacteria,Francisella,tularensis_subsp._tularensis_WY96-3418,16,25,348,5602
GCF_000016145.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_H37Ra,20,2,613,5556
GCF_000016165.1,Terrabacteria group,Firmicutes,Desulfotomaculum,reducens_MI-1,20,23,274,3873
GCF_000016185.1,Proteobacteria,Alphaproteobacteria,Rhodospirillum,centenum_SW,16,3,810,876
GCF_000016245.1,Proteobacteria,Gammaproteobacteria,Vibrio,cholerae_O395,16,25,1031,956
GCF_000016265.1,Proteobacteria,Alphaproteobacteria,Agrobacterium,radiobacter_K84,16,3,41,3861
GCF_000016285.1,Proteobacteria,Alphaproteobacteria,Agrobacterium,vitis_S4,16,3,41,5755
GCF_000016305.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae_subsp._pneumoniae_MGH_78578,16,25,465,3523
GCF_000016325.1,Proteobacteria,Gammaproteobacteria,Enterobacter,sp._638,16,25,307,4211
GCF_000016345.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,asymbioticus_QLW-P1DMWA-1,16,7,752,434
GCF_000016365.1,Terrabacteria group,Actinobacteria,Mycolicibacterium,gilvum_PYR-GCK,20,2,616,1990
GCF_000016405.1,Proteobacteria,Alphaproteobacteria,Rhodobacter,sphaeroides_ATCC_17025,16,3,802,5144
GCF_000016425.1,Terrabacteria group,Actinobacteria,Salinispora,tropica_CNB-440,20,2,853,5535
GCF_000016445.1,Proteobacteria,Gammaproteobacteria,Yersinia,pestis_Pestoides_F,16,25,1052,3341
GCF_000016505.1,Terrabacteria group,Firmicutes,Clostridium,kluyveri_DSM_555,20,23,207,2429
GCF_000016545.1,Terrabacteria group,Firmicutes,Caldicellulosiruptor,saccharolyticus_DSM_8903,20,23,158,3979
GCF_000016565.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,mendocina_ymp,16,25,776,2768
GCF_000016585.1,Proteobacteria,Gammaproteobacteria,Shewanella,putrefaciens_CN-32,16,25,873,3749
GCF_000016625.1,Proteobacteria,Alphaproteobacteria,Rickettsia,massiliae_MTU5,16,3,813,2693
GCF_000016645.1,FCB group,Bacteroidetes/Chlorobi group,Flavobacterium,johnsoniae_UW101,11,6,343,2399
GCF_000016665.1,Terrabacteria group,Chloroflexi,Roseiflexus,sp._RS-1,20,12,821,4893
GCF_000016685.1,Proteobacteria,Gammaproteobacteria,Actinobacillus,pleuropneumoniae_serovar_3_str._JL03,16,25,22,3440
GCF_000016705.1,Terrabacteria group,Chloroflexi,Dehalococcoides,mccartyi_BAV1,20,12,248,2702
GCF_000016725.1,Proteobacteria,Alphaproteobacteria,Acidiphilium,cryptum_JF-5,16,3,13,1199
GCF_000016745.1,Proteobacteria,delta/epsilon subdivisions,Geobacter,uraniireducens_Rf4,16,43,368,5642
GCF_000016765.1,Proteobacteria,Alphaproteobacteria,Sphingomonas,wittichii_RW1,16,3,899,5793
GCF_000016785.1,Thermotogae,Thermotogae,Thermotoga,petrophila_RKU-1,22,38,992,3349
GCF_000016805.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_JH9,20,23,912,478
GCF_000016825.1,Terrabacteria group,Firmicutes,Lactobacillus,reuteri_DSM_20016,20,23,487,3886
GCF_000016845.1,Proteobacteria,Alphaproteobacteria,Brucella,ovis_ATCC_25840,16,3,151,3170
GCF_000016865.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,putida_F1,16,25,776,3733
GCF_000016885.1,Proteobacteria,Gammaproteobacteria,Psychrobacter,sp._PRwf-1,16,25,783,4840
GCF_000016905.1,Thermotogae,Thermotogae,Thermosipho,melanesiensis_BI429,22,38,989,2743
GCF_000016925.1,Terrabacteria group,Actinobacteria,Mycobacterium,tuberculosis_F11,20,2,613,5555
GCF_000016945.1,Proteobacteria,Gammaproteobacteria,Yersinia,pseudotuberculosis_IP_31758,16,25,1052,3684
GCF_000016965.1,Terrabacteria group,Firmicutes,Clostridium,beijerinckii_NCIMB_8052,20,23,207,599
GCF_000016985.1,Terrabacteria group,Firmicutes,Alkaliphilus,metalliredigens_QYMF,20,23,54,2802
GCF_000017005.1,Terrabacteria group,Firmicutes,Streptococcus,gordonii_str._Challis_substr._CH1,20,23,921,2048
GCF_000017025.1,Terrabacteria group,Firmicutes,Clostridium,botulinum_A_str._ATCC_19397,20,23,207,663
GCF_000017045.1,Terrabacteria group,Firmicutes,Clostridium,botulinum_A_str._Hall,20,23,207,665
GCF_000017065.1,Terrabacteria group,Firmicutes,Clostridium,botulinum_F_str._Langeland,20,23,207,673
GCF_000017085.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus_USA300_TCH1516,20,23,912,500
